i,matrix_alpha,habitat_alpha,ratio,eca
19,781,34694,44.40892098500626,443.4667729200836
45,11369,206795,18.189894035458565,485.8536074132111
45,2384,105879,44.40892098500626,436.78193467800514
19,977,43368,44.40892098500626,453.76296616651564
45,14211,258494,18.189894035458565,489.528925533712
45,2980,132349,44.40892098500626,448.4082597376436
45,17764,323117,18.189894035458565,492.5162861324017
19,1221,54210,44.40892098500626,463.63792141721973
42,1526,132349,86.73617379884035,890.2644324383668
45,3725,165436,44.40892098500626,458.3546103158893
45,22204,403897,18.189894035458565,494.93686115761597
19,1526,67763,44.40892098500626,472.9680046054538
45,4657,206795,44.40892098500626,466.7583657431426
19,1907,84703,44.40892098500626,481.61031593237846
45,5821,258494,44.40892098500626,473.78579576062754
19,2384,105879,44.40892098500626,489.44848406785746
45,7276,323117,44.40892098500626,479.6126383762791
19,2980,132349,44.40892098500626,496.415467671306
45,400,2980,7.450580596923828,225.9893241070619
45,9095,403897,44.40892098500626,484.4106445384367
42,1907,165436,86.73617379884035,919.7683187152617
19,3725,165436,44.40892098500626,502.4969143736317
45,500,3725,7.450580596923828,249.64405939853407
19,4657,206795,44.40892098500626,507.7227890072422
45,625,4657,7.450580596923828,274.15717174106345
19,5821,258494,44.40892098500626,512.1543542844445
45,781,5821,7.450580596923828,298.97924776743764
19,7276,323117,44.40892098500626,515.8711649723476
45,977,7276,7.450580596923828,323.50715058104356
42,2384,206795,86.73617379884035,945.2213635881251
45,1221,9095,7.450580596923828,347.13837623319375
19,9095,403897,44.40892098500626,518.9603741653929
45,1526,11369,7.450580596923828,369.3386960639146
45,1907,14211,7.450580596923828,389.69947967450537
45,2384,17764,7.450580596923828,407.9667788053016
45,2980,22204,7.450580596923828,424.039455467192
42,2980,258494,86.73617379884035,966.9047897976994
45,3725,27756,7.450580596923828,437.9450122344342
1,323117,400,0.0012379400392853804,488.08437919343663
1,400,17764,44.40892098500626,422.0924066547458
45,4657,34694,7.450580596923828,449.80513238427176
1,500,22204,44.40892098500626,441.77908065386174
1,403897,500,0.0012379400392853804,504.43817699554216
45,5821,43368,7.450580596923828,459.8007217464894
45,7276,54210,7.450580596923828,468.1421865327904
1,625,27756,44.40892098500626,460.11588864133114
42,3725,323117,86.73617379884035,985.1777062393217
45,9095,67763,7.450580596923828,475.047118576191
1,781,34694,44.40892098500626,476.97389694922606
45,11369,84703,7.450580596923828,480.725273303729
1,977,43368,44.40892098500626,492.26199421534466
45,14211,105879,7.450580596923828,485.36961742965036
45,17764,132349,7.450580596923828,489.1519070526337
1,1221,54210,44.40892098500626,505.9311303768102
26,400,43368,108.42021724855044,398.35910738975826
45,22204,165436,7.450580596923828,492.2213647523991
42,4657,403897,86.73617379884035,1000.4351524781546
1,1526,67763,44.40892098500626,517.9800150318877
26,500,54210,108.42021724855044,411.9449363285648
45,27756,206795,7.450580596923828,494.70530287940335
1,1907,84703,44.40892098500626,528.4559185916122
45,34694,258494,7.450580596923828,496.7108460736737
26,625,67763,108.42021724855044,427.7776483842395
1,2384,105879,44.40892098500626,537.4488057267758
45,43368,323117,7.450580596923828,498.327173554258
45,54210,403897,7.450580596923828,499.6279098852446
1,2980,132349,44.40892098500626,545.0805607278252
26,781,84703,108.42021724855044,445.6667222193837
1,3725,165436,44.40892098500626,551.4923583979678
26,977,105879,108.42021724855044,465.0163614991794
1,4657,206795,44.40892098500626,556.8328240235745
26,1221,132349,108.42021724855044,485.01841001747204
1,5821,258494,44.40892098500626,561.2485320918546
26,1526,165436,108.42021724855044,504.8449124404503
29,400,403897,1009.7419586828951,534.3532639933693
1,7276,323117,44.40892098500626,564.8773498343184
1,9095,403897,44.40892098500626,567.8444381585969
26,1907,206795,108.42021724855044,523.7853641510503
26,2384,258494,108.42021724855044,541.3167378360313
26,2980,323117,108.42021724855044,557.1177556373327
26,3725,403897,108.42021724855044,571.0469249861947
26,400,17764,44.40892098500626,388.55554163737867
26,500,22204,44.40892098500626,403.25108272831875
26,625,27756,44.40892098500626,419.9837164634297
26,11369,400,0.035184372088832,388.7767813612672
26,781,34694,44.40892098500626,438.64867651745004
26,14211,500,0.035184372088832,426.85881680000415
46,400,400,1,91.21943946484735
26,977,43368,44.40892098500626,458.7142617303187
46,500,500,1,106.10781076520578
26,17764,625,0.035184372088832,461.0409974322872
46,625,625,1,123.70165284280388
26,1221,54210,44.40892098500626,479.40567153874935
46,781,781,1,144.2256786491736
26,22204,781,0.035184372088832,491.0818010313389
26,1526,67763,44.40892098500626,499.90278689276323
46,977,977,1,167.65681177693605
26,27756,977,0.035184372088832,517.0235563737103
46,1221,1221,1,193.6537767021715
29,400,258494,646.2348535570528,533.7363733062168
26,1907,84703,44.40892098500626,519.4880360547238
46,1526,1526,1,221.5454906851044
26,34694,1221,0.035184372088832,539.103501079155
46,1907,1907,1,250.40672402697973
26,2384,105879,44.40892098500626,537.6260365731721
29,500,323117,646.2348535570528,539.3084102431932
46,2384,2384,1,279.20654784555575
26,43368,1526,0.035184372088832,557.6747606903184
26,2980,132349,44.40892098500626,553.9840712183524
46,2980,2980,1,306.97453593183565
29,625,403897,646.2348535570528,544.9710805316139
26,54210,1907,0.035184372088832,573.1443979152945
46,3725,3725,1,332.92826285392067
26,3725,165436,44.40892098500626,568.4130208205321
46,4657,4657,1,356.5353361781505
26,67763,2384,0.035184372088832,585.9294700146183
46,5821,5821,1,377.514760270941
26,4657,206795,44.40892098500626,580.908520699412
46,7276,7276,1,395.79880833570047
26,84703,2980,0.035184372088832,596.4287637402023
26,5821,258494,44.40892098500626,591.5672942896816
46,9095,9095,1,411.47804010856186
26,105879,3725,0.035184372088832,605.0066926759613
46,11369,11369,1,424.7459341993695
26,7276,323117,44.40892098500626,600.54765723681
46,14211,14211,1,435.85207490554825
26,132349,4657,0.035184372088832,611.9858542874924
46,17764,17764,1,445.06699725878815
26,9095,403897,44.40892098500626,608.038197168353
26,165436,5821,0.035184372088832,617.6452998900696
46,22204,22204,1,452.65830475972166
46,27756,27756,1,458.876080515593
26,206795,7276,0.035184372088832,622.2222760093256
46,34694,34694,1,463.9452117888922
46,43368,43368,1,468.0624561997234
26,258494,9095,0.035184372088832,625.9158518310168
46,54210,54210,1,471.3965170253734
26,323117,11369,0.035184372088832,628.891379020822
46,67763,67763,1,474.0898597770031
46,84703,84703,1,476.2614022137508
26,403897,14211,0.035184372088832,631.2851254326619
46,105879,105879,1,478.0095186831875
46,132349,132349,1,479.4150214769971
46,165436,165436,1,480.5439329465574
46,206795,206795,1,481.44995990464304
46,258494,258494,1,482.1766421610781
46,323117,323117,1,482.75918193438434
8,400,14211,35.52713678800501,373.01244104563403
46,403897,403897,1,483.2259795036745
8,500,17764,35.52713678800501,402.4160049166782
8,625,22204,35.52713678800501,432.4196239346091
8,781,27756,35.52713678800501,462.01328739866494
8,977,34694,35.52713678800501,490.28098881399893
8,1221,43368,35.52713678800501,516.5064236618064
8,1526,54210,35.52713678800501,540.221025070338
8,1907,67763,35.52713678800501,561.1982100355976
8,2384,84703,35.52713678800501,579.4128356760822
8,2980,105879,35.52713678800501,594.9865608723233
46,400,84703,211.75823681357508,215.95518346508365
46,500,105879,211.75823681357508,236.3838150392311
8,3725,132349,35.52713678800501,608.1341736546248
46,625,132349,211.75823681357508,258.81673724642394
46,781,165436,211.75823681357508,282.4896204317473
8,4657,165436,35.52713678800501,619.1189122750527
46,977,206795,211.75823681357508,306.4988619292608
46,1221,258494,211.75823681357508,329.95402954827705
8,5821,206795,35.52713678800501,628.2193639318062
46,1526,323117,211.75823681357508,352.1068882461382
46,1907,403897,211.75823681357508,372.4228802945037
13,400,105879,264.6977960169689,496.7035420974836
8,7276,258494,35.52713678800501,635.7073138295871
8,9095,323117,35.52713678800501,641.8344969406103
13,500,132349,264.6977960169689,517.1595080007979
8,11369,403897,35.52713678800501,646.8258976321372
13,625,165436,264.6977960169689,539.5833223708408
13,781,206795,264.6977960169689,563.3973432851121
2,400,400,1,176.16934935381087
13,977,258494,264.6977960169689,587.7993227482168
2,500,500,1,207.24709486494172
13,1221,323117,264.6977960169689,611.9088413491647
2,625,625,1,241.70075061703542
27,400,400,1,154.17134738571335
13,1526,403897,264.6977960169689,634.9230913429811
2,781,781,1,279.23542554920806
27,500,500,1,183.1542640233541
2,977,977,1,319.3244828406525
27,625,625,1,216.589793849921
2,1221,1221,1,361.1808871849461
13,400,17764,44.40892098500626,467.6162032593689
27,781,781,1,254.51588043297278
2,1526,1526,1,403.7856220428693
13,500,22204,44.40892098500626,491.7041538594881
27,977,977,1,296.6045118128369
2,1907,1907,1,445.98779637543066
13,625,27756,44.40892098500626,517.3188684123639
2,2384,2384,1,486.65136512911255
27,1221,1221,1,342.06981809221617
46,400,34694,86.73617379884035,212.8158137142794
13,781,34694,44.40892098500626,543.9755870358559
2,2980,2980,1,524.7990603146314
46,500,43368,86.73617379884035,233.2532630377335
27,400,84703,211.75823681357508,666.3896585777069
27,1526,1526,1,389.68668063899315
46,625,54210,86.73617379884035,255.7421991167457
46,781,67763,86.73617379884035,279.5323083271336
13,977,43368,44.40892098500626,570.9421950293124
2,3725,3725,1,559.7107171175879
27,500,105879,211.75823681357508,681.3570154847073
46,977,84703,86.73617379884035,303.71997967773683
27,1907,1907,1,437.94082184389003
46,1221,105879,86.73617379884035,327.40333739745165
2,4657,4657,1,590.95915319554
13,1221,54210,44.40892098500626,597.3798588441416
46,1526,132349,86.73617379884035,349.8164811462991
27,625,132349,211.75823681357508,695.2870111404854
46,1907,165436,86.73617379884035,370.40615246794505
27,2384,2384,1,485.26067154655857
2,5821,5821,1,618.391713452025
46,2384,206795,86.73617379884035,388.84795603033143
27,400,206795,516.9878828456423,675.4446566259866
13,1526,67763,44.40892098500626,622.5034627291775
46,2980,258494,86.73617379884035,405.0199297778546
46,400,5821,14.551915228366852,190.86334975076363
27,781,165436,211.75823681357508,708.4704549588231
46,3725,323117,86.73617379884035,418.9555443641753
2,7276,7276,1,642.0781728676443
46,500,7276,14.551915228366852,211.15973303071922
27,2980,2980,1,530.245750551036
13,1907,84703,44.40892098500626,645.6999090073248
27,500,258494,516.9878828456423,688.8762546884413
46,4657,403897,86.73617379884035,430.79321782829305
46,625,9095,14.551915228366852,233.8137929574698
27,977,206795,211.75823681357508,720.9991576514327
46,781,11369,14.551915228366852,258.2002620718062
2,9095,9095,1,662.2462048240416
27,3725,3725,1,571.8237523074088
46,977,14211,14.551915228366852,283.44768724225804
13,2384,105879,44.40892098500626,666.5795745342871
27,625,323117,516.9878828456423,701.5159291850913
46,1221,17764,14.551915228366852,308.597213713512
27,1221,258494,211.75823681357508,732.8139723093485
2,11369,11369,1,679.2196963412109
46,400,14211,35.52713678800501,205.6596664992426
46,1526,22204,14.551915228366852,332.76730313389965
46,500,17764,35.52713678800501,226.09066049723398
27,4657,4657,1,609.3128183578526
13,2980,132349,44.40892098500626,684.9702421971101
46,1907,27756,14.551915228366852,355.2685588911701
27,781,403897,516.9878828456423,713.6224382634192
46,625,22204,35.52713678800501,248.67716836924538
2,14211,14211,1,693.3680405725513
27,1526,323117,211.75823681357508,743.7838902749334
46,2384,34694,14.551915228366852,375.6503425890355
46,781,27756,35.52713678800501,272.7046269158591
46,2980,43368,14.551915228366852,393.69128992385424
13,3725,165436,44.40892098500626,700.8771094147714
27,5821,5821,1,642.4034302449193
46,977,34694,35.52713678800501,297.27390290136026
46,3725,54210,14.551915228366852,409.3573498881826
2,17764,17764,1,705.0689257657535
27,1907,403897,211.75823681357508,753.7770056680309
46,1221,43368,35.52713678800501,321.46019218388363
46,4657,67763,14.551915228366852,422.7487246199024
46,5821,84703,14.551915228366852,434.0496098377125
46,1526,54210,35.52713678800501,344.45836065880974
13,4657,206795,44.40892098500626,714.4310406967778
2,22204,22204,1,714.6837570956908
27,7276,7276,1,671.0913509028229
46,7276,105879,14.551915228366852,443.48739660180985
46,1907,67763,35.52713678800501,365.67174721025003
46,9095,132349,14.551915228366852,451.3030067153411
46,2384,84703,35.52713678800501,384.7372857126777
46,11369,165436,14.551915228366852,457.73133529342107
13,5821,258494,44.40892098500626,725.839516330035
2,27756,27756,1,722.5433217175394
46,2980,105879,35.52713678800501,401.5035820717739
27,9095,9095,1,695.5922999174848
46,14211,206795,14.551915228366852,462.9897070194848
46,3725,132349,35.52713678800501,415.9848574365945
46,17764,258494,14.551915228366852,467.272124036692
46,4657,165436,35.52713678800501,428.30927900512813
2,34694,34694,1,728.9409739478285
13,7276,323117,44.40892098500626,735.3470976904306
46,22204,323117,14.551915228366852,470.74738898522594
46,5821,206795,35.52713678800501,438.67272470462166
27,11369,11369,1,716.2598161019371
30,400,323117,807.7935669463161,568.7674433642795
46,27756,403897,14.551915228366852,473.5596262669027
46,7276,258494,35.52713678800501,447.3026411783369
20,400,14211,35.52713678800501,251.72237000136116
2,43368,43368,1,734.1308990240366
46,9095,323117,35.52713678800501,454.43257371712673
13,9095,403897,44.40892098500626,743.2070246648167
30,500,403897,807.7935669463161,582.1297167869917
20,500,17764,35.52713678800501,266.4347747755423
46,11369,403897,35.52713678800501,460.28590940594023
27,14211,14211,1,733.517489520318
20,625,22204,35.52713678800501,283.6244121224781
2,54210,54210,1,738.3295259576594
30,400,206795,516.9878828456423,567.4725127043412
20,781,27756,35.52713678800501,303.095856405879
27,17764,17764,1,747.8089868940626
30,500,258494,516.9878828456423,581.0345583460513
32,400,105879,264.6977960169689,665.3695964826711
20,977,34694,35.52713678800501,324.33340968346874
2,67763,67763,1,741.7186883365804
20,1221,43368,35.52713678800501,346.5682895903377
30,625,323117,516.9878828456423,592.7223683164943
20,1526,54210,35.52713678800501,368.92418860303496
27,22204,22204,1,759.5647333167816
2,84703,84703,1,744.4495828687419
20,1907,67763,35.52713678800501,390.5746484782013
30,781,403897,516.9878828456423,602.6425706894754
32,500,132349,264.6977960169689,701.6566018627839
20,2384,84703,35.52713678800501,410.8569694912295
2,105879,105879,1,746.6469221039996
27,27756,27756,1,769.1820972864592
46,400,2384,5.9604644775390625,164.96453190960014
20,2980,105879,35.52713678800501,429.32302656732264
26,258494,400,0.0015474250491067253,454.38732018528776
46,500,2980,5.9604644775390625,184.6617293198794
20,3725,132349,35.52713678800501,445.7364675622837
32,625,165436,264.6977960169689,734.1149814216111
2,132349,132349,1,748.4129253925288
27,34694,34694,1,777.0155021997878
46,625,3725,5.9604644775390625,206.9854238709178
26,323117,500,0.0015474250491067253,484.2941194601279
20,4657,165436,35.52713678800501,460.0375598631958
46,781,4657,5.9604644775390625,231.51493000247595
20,5821,206795,35.52713678800501,472.29573056479313
32,400,17764,44.40892098500626,615.4173582826842
2,165436,165436,1,749.83095964687
26,403897,625,0.0015474250491067253,510.5202926931343
46,977,5821,5.9604644775390625,257.5037701124716
27,43368,43368,1,783.3732683049086
20,7276,258494,35.52713678800501,482.66329418385385
32,781,206795,264.6977960169689,762.6240702829014
46,1221,7276,5.9604644775390625,284.0006284138436
39,400,105879,264.6977960169689,611.2040650661073
20,9095,323117,35.52713678800501,491.3371619135312
2,206795,206795,1,750.9687493000114
46,1526,9095,5.9604644775390625,310.0251240024366
2,400,84703,211.75823681357508,698.1380937693285
20,11369,403897,35.52713678800501,498.53054511051624
27,54210,54210,1,788.5186633932358
32,500,22204,44.40892098500626,657.4040276846729
46,1907,11369,5.9604644775390625,334.7261136433233
2,258494,258494,1,751.8811400607566
46,2384,14211,5.9604644775390625,357.47656589723346
39,500,132349,264.6977960169689,648.8127643000703
32,977,258494,264.6977960169689,787.2710605909242
